event_id,event_time,user_id,campaign_id,ad_id,device,country,event_type,ad_creative_id,event_date
8e6fde85-42ab-4c52-8689-6f84c5293ad7,2026-04-18 12:20:45.204765+00:00,f04981ed-2621-4e7e-9bfd-ed38241eb16e,48,118,mobile,CA,purchase,555d16e4-df5e-4635-85a0-aeca7497bd3e,2026-04-18
11bd6e9f-bcdb-43ab-afcc-a562baeb12d4,2026-04-18 12:20:46.238496+00:00,9aea2d11-3ac5-48b3-aaef-522af863ac7e,25,369,mobile,GY,view,a59da579-e1de-4d60-9038-9645a073ecab,2026-04-18
79ad6add-7bf1-4350-bd71-233bfdb63f3e,2026-04-18 12:20:46.461671+00:00,79587d14-100e-4262-ac78-a10ee8e31cba,12,459,mobile,DM,click,bba8e0ae-3b0d-4b26-8bc6-56d1f3c2f305,2026-04-18
1cdb94f3-f5e4-4131-bc83-b2341b0d880e,2026-04-18 12:20:46.671623+00:00,57234600-99ac-4f69-ac03-ea4867cfe1ad,3,190,mobile,SZ,click,9ee111d4-9bd4-4e60-bcbc-b29bf9e199cb,2026-04-18
ddccdf2a-0665-4a92-880a-6dbf2f222cc5,2026-04-18 12:20:46.993258+00:00,cae577bd-a541-41d3-a801-2fd0b4bb0119,75,100,desktop,LB,click,cf301b37-73e3-487a-8d56-1960069a9669,2026-04-18
a978bfd2-5b97-40e0-9ba7-983fb9238181,2026-04-18 12:20:47.262042+00:00,60d84270-8069-4e60-a4a5-8049259fdf27,5,185,tablet,CO,click,b6f1deb9-40c2-4518-b979-a0c6cd5a5ab2,2026-04-18
35b43041-d841-4636-a99a-ebf6e3197a05,2026-04-18 12:20:47.871429+00:00,c89b904c-48a0-4c54-9417-dc02062f3ad6,91,271,mobile,TD,click,e9920cd3-3335-47ff-9630-f0ba9da326e5,2026-04-18
6b540664-ea04-456e-9569-0caa8c7d6f1b,2026-04-18 12:20:48.739957+00:00,9ca02c1a-e75f-4513-b26f-68d48406e5f0,78,298,tablet,AG,click,,2026-04-18
8e8b86ea-f998-4bb6-b122-124d8512af90,2026-04-18 12:20:49.128751+00:00,e43a24f1-29db-4299-afb0-85c2acc973c0,19,486,mobile,CD,click,c7c90697-7a7c-4e17-916d-9b0a7e8494f4,2026-04-18
2115f3ed-7b40-43e4-a9bd-08990c639688,2026-04-18 12:20:49.746999+00:00,67e6fbc9-6a9a-4487-88f5-fc541727cddb,50,202,desktop,SZ,view,,2026-04-18
cf80406f-9223-49fb-88a6-b71e9e79a111,2026-04-18 12:20:50.859115+00:00,1743ba0a-59fb-42d3-8fd6-088a94d26d30,13,317,tablet,SC,view,,2026-04-18
ea56eaef-acb7-4c71-a5c6-25878a2e6b9d,2026-04-18 12:20:50.970524+00:00,632526e9-82eb-4bc8-9daa-1130d8548687,36,295,mobile,AM,view,d3f69b0a-a5c3-4def-99f0-fe6f4698f3cc,2026-04-18
5bd5b109-80ed-454d-8b43-f95467262bf5,2026-04-18 12:20:51.678252+00:00,b420abc0-caab-4d49-9b71-a251c4d194d5,6,437,desktop,PH,purchase,212cf3f8-a516-4cf9-b474-a27d29c4f61a,2026-04-18
35d2d85f-6b9a-4237-81dd-0a51f910d876,2026-04-18 12:20:51.784762+00:00,2b300a69-aaa5-481c-a0bc-5a74f14f1e88,30,449,desktop,SZ,view,600f340f-4b99-4b8c-97d6-f225d2032654,2026-04-18
9cb4b830-69bf-43c8-ac59-fdc0f4900c15,2026-04-18 12:20:52.423486+00:00,e6cabef0-1b61-4289-a24a-fd35d330fc59,51,145,mobile,IS,view,49dd1969-9a56-448e-89a0-d61b92a8e237,2026-04-18
160423ed-a073-42b3-873f-4bba61e03ce3,2026-04-18 12:20:52.535432+00:00,6cc3a1cd-2b6e-44c0-ae35-3b6dcf68ee6f,25,260,tablet,PH,purchase,114aaf93-d7eb-40ff-9c02-976c0e19d962,2026-04-18
1590363e-acae-46c9-a8c4-e004e94e9082,2026-04-18 12:20:52.870969+00:00,d781d9f8-ee87-482e-b295-9ecdde95cf3c,93,335,desktop,GH,view,,2026-04-18
20576812-8e45-4eab-8fbf-72d0964bf432,2026-04-18 12:20:53.312197+00:00,802736be-74d0-4bee-b5e7-b6d48ee25071,90,134,desktop,SC,view,0a2c468f-a763-4265-bd61-31e8aaa37bd1,2026-04-18
621dd976-f01a-498b-833b-c82aa77e1d6b,2026-04-18 12:20:53.544888+00:00,cae577bd-a541-41d3-a801-2fd0b4bb0119,69,478,mobile,LC,view,1eb48c70-ff43-43a7-955b-22de600a45f6,2026-04-18
58c531fe-6937-4f14-b7e4-3deb16ece225,2026-04-18 12:20:53.850940+00:00,f15c9c9a-9e70-4c2e-bc9a-3873905d9ee0,69,91,tablet,CA,view,02409500-7c4f-4460-b8b0-5a5aa22b3331,2026-04-18
475b9173-7581-4f8e-9bf6-fdfe4c46c41b,2026-04-18 12:20:54.273070+00:00,0112c7c1-b40e-4dc7-abea-12ee0ce559c8,97,210,tablet,OM,click,049add74-a95e-499f-9786-ce195b606308,2026-04-18
a55ad511-a849-4950-bc45-08a75ebe51d4,2026-04-18 12:20:54.478184+00:00,274b9e13-c462-4ebf-a2cf-bb85cd0723e2,30,227,tablet,PE,click,8cfcece6-b762-4365-8b83-c6ef010561b8,2026-04-18
7752bc52-eca0-427d-84e2-5044dac4859e,2026-04-18 12:20:54.669651+00:00,5a39750c-2136-4791-8f99-c0e4245e38e2,13,259,desktop,CM,view,,2026-04-18
0e16c44a-03a5-4d07-b1ab-3794fbd9b6d8,2026-04-18 12:20:54.843784+00:00,d5f4dc8c-9ddf-48d8-8290-83ad94b215a6,55,35,mobile,AM,view,,2026-04-18
993e65df-5e4f-4ce7-9651-4d606fc658a2,2026-04-18 12:20:55.423464+00:00,e83936d3-3660-4af3-a9c2-0d82e930163c,25,40,tablet,SC,purchase,,2026-04-18
7055e2fa-89f1-47fd-aa15-1f2f9c26efea,2026-04-18 12:20:55.878085+00:00,d1b0b197-69de-47c9-98e0-9e86e2d6a714,21,455,desktop,CM,click,535fe385-2c69-4286-af69-4603ccb5867a,2026-04-18
bce536dd-79ea-4f16-b0e0-1f83adadb4f6,2026-04-18 12:20:56.096102+00:00,b5fad5ab-2574-4f72-9dde-ab88a4487511,86,109,mobile,OM,click,,2026-04-18
915a67d1-8113-4843-b588-aef0cf42178c,2026-04-18 12:20:56.225753+00:00,b5d8e5bd-aabe-4e5f-a367-fde3964206ae,19,47,tablet,LK,purchase,,2026-04-18
0a7619b5-7a0a-4dae-be44-0ed4084749cd,2026-04-18 12:20:56.327688+00:00,e044f266-ac1d-4577-ad2b-559b2ae44ca0,38,423,desktop,SI,view,,2026-04-18
63b0323b-869f-404b-853a-2c3cada09994,2026-04-18 12:20:56.528603+00:00,0e3f0247-1ebd-4013-95c4-3d9f42ec9652,72,393,tablet,IT,view,,2026-04-18
5010877c-e0c9-4787-8963-94080a45ad81,2026-04-18 12:20:56.752330+00:00,7b25db1d-0d0e-4b51-bcd1-85117dd0e667,71,404,mobile,SI,click,a7296c08-5a61-493b-9d8a-dfdb34013c74,2026-04-18
7d223354-cf6e-491d-a5bc-120ed0b81281,2026-04-18 12:20:57.285801+00:00,f04981ed-2621-4e7e-9bfd-ed38241eb16e,4,8,mobile,LC,purchase,aace05da-0150-4e50-b305-3f141ed6719b,2026-04-18
40c091e1-d8ba-488c-8894-4b0d951c09ca,2026-04-18 12:20:57.518924+00:00,6e2bea98-8ce7-48ef-bc96-fa18e44e9aca,36,120,desktop,PH,click,cfa17885-be3e-4cb2-953c-f26520b092a0,2026-04-18
c8774f81-df78-4fc2-ba2a-e19194f58914,2026-04-18 12:20:57.867665+00:00,57234600-99ac-4f69-ac03-ea4867cfe1ad,52,297,desktop,LT,view,,2026-04-18
56dd4410-9a92-4748-8bde-dad440856a09,2026-04-18 12:20:57.971214+00:00,214acfd5-43c1-48d4-9ea1-f0163e1aa6f0,34,197,mobile,IE,view,d4dc3e3a-c24c-487e-a7ee-9c66cd5035cf,2026-04-18
3b9b0c1d-d6a6-43c5-a83d-a1a2206199c4,2026-04-18 12:20:59.248378+00:00,5d54ea17-c176-42f2-8a5c-7ec90943e711,63,426,desktop,PE,view,9104bc82-d7c6-4dcb-b841-27e6c47428ab,2026-04-18
5b557703-a448-4a32-8cab-a7a71d5a1382,2026-04-18 12:20:59.748038+00:00,18737813-8f34-42c1-9b9f-933b11216ee6,70,254,desktop,IE,view,eabcbbe7-e111-417d-9056-70913ec82589,2026-04-18
d0264126-b174-4fc2-af91-86ca94b17f1d,2026-04-18 12:20:59.851757+00:00,1024d4cc-a9f0-464e-afe8-b1a69902c058,85,471,tablet,HT,view,66433392-ef56-4715-9e14-d830d10e9725,2026-04-18
d5d7c79f-e3c7-4d5f-aa22-1c53f11594ae,2026-04-18 12:21:00.666140+00:00,a9f13d31-ba5b-4d0f-a03f-ba65916c3604,55,1,desktop,CD,click,31a46b91-f532-4d1e-83c4-ff30b16c3a32,2026-04-18
bda40253-10d3-4b1a-9933-c188f189d3e5,2026-04-18 12:21:01.052478+00:00,71c28d0b-8ea6-4043-bf83-968ef71d9f65,47,233,desktop,IE,view,37dffa2f-9124-469f-9042-12f454bd6600,2026-04-18
84c0fa88-7614-4c55-b53e-5fabd8fe2aae,2026-04-18 12:21:01.256637+00:00,53bd466c-4049-4ce4-8725-58145727f968,33,405,mobile,JM,view,b9878b01-fa18-4a39-a9c4-0498dddb0df7,2026-04-18
22c6107b-4a59-4e34-8d7d-6d215a2d9aea,2026-04-18 12:21:01.559070+00:00,9ca02c1a-e75f-4513-b26f-68d48406e5f0,5,76,mobile,SZ,view,ac30540e-5098-450d-a47e-c4034eb0f83a,2026-04-18
b43ef55a-2abb-4527-a99a-bb2cac677236,2026-04-18 12:21:01.777754+00:00,cfd89846-4ec9-44da-ba48-2516beed5a8b,84,141,desktop,UA,click,4d97347e-d47f-474b-9774-9a3c0670cc94,2026-04-18
0be714c0-f42f-41e6-bab0-6618789787a5,2026-04-18 12:21:02.083100+00:00,58c128df-69d8-4735-b655-4e3754714e6a,74,40,desktop,SC,purchase,12eee8aa-84ac-4f6d-b968-12db37838db1,2026-04-18
4940bbdf-da37-44c0-8f02-cb2018e82a95,2026-04-18 12:21:02.184377+00:00,9462c6a1-44ae-491e-9111-29c03ab5254c,6,13,desktop,LT,view,,2026-04-18
fc1a2289-f9b4-4321-9f3a-1dbdf864cb59,2026-04-18 12:21:02.989223+00:00,3beccc2a-a3a6-4c59-ba1f-2748de69c98e,46,101,desktop,LT,view,470677ba-4989-4a11-b092-990f135a3e58,2026-04-18
b553f1dc-9d60-418b-b783-8580f0923abf,2026-04-18 12:21:03.644700+00:00,83b78139-20c6-4392-8b6d-1bfe32f470bd,99,464,mobile,CA,view,,2026-04-18
bb6bb96f-4a20-45f6-8393-4efecfaf311b,2026-04-18 12:21:03.754207+00:00,358a1713-c72e-420d-bbae-7616d0b07279,56,170,tablet,IT,click,e8c1bf2c-4f2e-4e91-a896-8ada5e4572b8,2026-04-18
66f2cddc-0e0d-4acc-bc4d-63d40d6bc73d,2026-04-18 12:21:04.761677+00:00,3abb130e-30de-4073-aa22-95832b9c4b72,72,215,desktop,IT,view,a10ff350-f6f0-402a-b62d-21cbbb7a9571,2026-04-18
7cf2f7fa-f002-4ada-b142-96217936de6f,2026-04-18 12:21:04.886304+00:00,958f42d0-dcd1-4de7-9096-0d9e5d4627e5,77,390,mobile,SZ,view,67ba4ace-53e3-430e-8308-0cb475b2d139,2026-04-18
e730f79e-6d84-4b06-8272-9316ce754690,2026-04-18 12:21:05.018012+00:00,b29bd868-b90f-4793-833e-6189cd38217a,16,382,desktop,LC,purchase,3f6ff51a-0402-4541-a7fd-a7f03b8d1922,2026-04-18
5fd94295-a2a2-4dd5-94e4-6c5ae0d2e30c,2026-04-18 12:21:05.253181+00:00,c8721464-647a-4fc1-bdfd-67cc0c5213d6,75,167,mobile,CO,view,b429d4f3-e45c-4e1c-a81d-53562586ae56,2026-04-18
df5b6326-d110-4e8a-a628-4e13c2cd1462,2026-04-18 12:21:05.510564+00:00,632526e9-82eb-4bc8-9daa-1130d8548687,34,413,tablet,SZ,view,,2026-04-18
c24b1b05-04ba-4aa5-a3f1-2e15ea003cfd,2026-04-18 12:21:05.646279+00:00,289683c5-cddd-4bd2-b6e2-f80ec24cd203,99,71,desktop,US,purchase,,2026-04-18
ff714f16-53f1-49dc-8829-d3c0cae3ac3c,2026-04-18 12:21:05.789962+00:00,63a75bdd-fc06-4018-b45b-42e5d2165698,15,71,tablet,CO,click,f2a8e6fd-490a-4b3c-a9ed-e104ffb9b002,2026-04-18
fbff7f9f-238e-4c67-b0ed-e428eb8cc396,2026-04-18 12:21:05.894230+00:00,06674d22-80e2-44b3-9558-93a395164fcf,13,414,desktop,AG,click,17afc8d8-f6a2-40ba-a135-28eb7d39ed27,2026-04-18
292474b7-64d3-4875-9640-837cf661aee5,2026-04-18 12:21:06.112943+00:00,cdf43da1-00fc-4521-8e26-e6e578d22d8b,26,409,desktop,SI,view,f005541d-7d7b-447b-8f64-36b04b845e3f,2026-04-18
644cd304-86c9-4042-99f4-49407858aa95,2026-04-18 12:21:06.421771+00:00,e91d0e67-0164-41b1-ba4c-44fe15366633,62,107,desktop,CH,purchase,e25870df-503d-484a-8835-3068e2ebff26,2026-04-18
4cd79836-1012-449b-9da3-d4d87b829134,2026-04-18 12:21:06.522700+00:00,961e8565-bab8-44fd-b794-f1ff0d1925c3,83,373,desktop,AG,view,58ed8926-f9bb-429d-aed9-4c35a738319c,2026-04-18
ee429b6b-24bf-4e53-bb77-8f1f2d0c1d32,2026-04-18 12:21:06.998996+00:00,f4fad96c-0abf-45d9-a998-e2c99119e1e4,93,177,tablet,MM,click,58e44a76-461f-45ae-b04a-e9484ce1f708,2026-04-18
1ce3a0be-3f21-4735-bc53-a6136e6e35ed,2026-04-18 12:21:07.104457+00:00,64b99ddd-1b41-4726-99c2-55695fcb074e,86,382,tablet,SZ,view,d878a93f-c450-4a97-a495-94b5c68ff85b,2026-04-18
347dc863-701a-4b3b-b145-9be1acb326dd,2026-04-18 12:21:08.386544+00:00,939cc4a8-a160-478d-8edb-40ebebdee661,70,91,desktop,LC,view,,2026-04-18
80942ae7-e1f9-4248-89cb-0351dfecf3d3,2026-04-18 12:21:09.007644+00:00,12cc5a32-a34c-4d5d-80d8-4c91517a3f57,97,7,tablet,UA,view,,2026-04-18
d88bb323-aef0-4937-98f7-8909f3135110,2026-04-18 12:21:09.134111+00:00,9b07ea7c-060e-4634-87d1-9402110de668,78,275,desktop,AG,view,6707b0b8-52a9-49d2-92ca-15404ea15fdb,2026-04-18
b28d6fe3-37b6-4427-869f-76e5976eb349,2026-04-18 12:21:09.242998+00:00,db69d7f6-87f6-4028-92df-0417cfad6bd4,8,62,desktop,LA,click,,2026-04-18
bf35f8fd-c2f2-4029-99af-1096ea0b96ed,2026-04-18 12:21:09.364097+00:00,bd871313-d748-4f5a-ad60-670718390326,33,437,tablet,SC,click,43602f7e-ab98-4093-adf5-aed2c616d3d2,2026-04-18
0d2eb20b-36fb-4c12-9244-b474590e60ca,2026-04-18 12:21:09.683104+00:00,4d666387-1658-465e-aae8-22540269a6ce,64,87,mobile,DM,click,,2026-04-18
8b7141e4-89c5-4e81-9500-afb5d731922b,2026-04-18 12:21:09.883920+00:00,f7cbc935-d895-4a6e-8ae9-2e32f5573ea7,50,132,mobile,MY,click,0630d403-c06e-4ab4-aeac-325bf8450b17,2026-04-18
76e38454-7e2f-4a42-a61e-8c8f82e62885,2026-04-18 12:21:10.763833+00:00,fe8f08fd-51bb-465a-91de-3b00d3f6eebc,47,495,desktop,SZ,purchase,,2026-04-18
51fe88ac-6f82-41cc-9c5a-62897f3b7c80,2026-04-18 12:21:11.313731+00:00,e044f266-ac1d-4577-ad2b-559b2ae44ca0,90,333,desktop,US,view,50d94f24-2a17-473d-ad2d-29206ae7def2,2026-04-18
04a9f244-2035-460d-96f9-6868180b96ed,2026-04-18 12:21:12.198558+00:00,79b4dfd8-17f8-4f5c-8046-5ae0c472259f,62,396,tablet,GY,view,a45c4afb-20dd-405c-b2d2-f87e7e198ea6,2026-04-18
4a7efb30-a24c-4153-8450-bd0344cb72a4,2026-04-18 12:21:12.653210+00:00,37d9af09-385c-4f63-a10c-6984ada96a48,6,64,mobile,AD,view,05b00ee0-c250-4445-820e-83db6030fe9c,2026-04-18
1f4cf2ca-b99f-4d6a-97f2-8d4fec640bf7,2026-04-18 12:21:13.011289+00:00,fe8f08fd-51bb-465a-91de-3b00d3f6eebc,63,102,tablet,FM,click,31a54d1c-25d0-4014-9b0a-6875d6390c17,2026-04-18
331a0ec6-e7e1-4a31-bf05-0a2c33175de6,2026-04-18 12:21:13.560156+00:00,57234600-99ac-4f69-ac03-ea4867cfe1ad,49,58,desktop,LT,click,5cc29e23-5a62-437a-87ba-682996a3df73,2026-04-18
e4a98bf5-e09f-454d-ad4a-4d0a6008cb26,2026-04-18 12:21:13.676942+00:00,235ca2ec-f39a-4267-9bff-47b4ebaf8c23,90,403,tablet,AG,view,0adc388a-9b2a-458d-840e-869705ca4866,2026-04-18
9c7cfd88-4035-4b62-a16d-d1ef19aacbef,2026-04-18 12:21:13.805606+00:00,f8210715-4b22-4e3d-bafb-f772bd100e82,15,144,mobile,PE,click,4c02bb7e-754a-42bf-8b17-9994d30f2409,2026-04-18
2e69ebba-f3ba-4dc0-b736-a91179cb6c03,2026-04-18 12:21:14.322008+00:00,59de01fe-fdba-40db-970a-2ec17ee32f2d,24,111,desktop,GH,view,3eb26fb6-7ac2-4300-8c98-21b2e304a535,2026-04-18
9169af2e-a5d5-4394-af14-4632b8d17ea1,2026-04-18 12:21:14.436537+00:00,cae577bd-a541-41d3-a801-2fd0b4bb0119,15,341,tablet,US,view,52192735-fcef-41cb-a034-bf3030e9625e,2026-04-18
